header,apn,address,hearing_officer,program_analyst,petition_type,date_filed,hearing_date,mediation_date,appeal_hearing_date,case_progress,grounds_tenant,grounds_landlord,date_scraped
"CASE NUMBER:  L21-0052   
 Petition Number:  14937",035 235903800,1644 46th Avenue,Marguerita Fa-Kaji,Ava Silveira,Property Owner,11-22-2021,01-11-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-22-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Analyst Assigned Completed
11-15-2021
Hearing Officer Assigned Completed
11-15-2021
Hearing date scheduled Completed
01-11-2022
Case assigned Completed
11-15-2021
Notice of case mailed Completed
11-18-2021
Administrative Decision Notification sent
12-21-2021
Administrative Decision Completed
12-23-2021
Appeal Due Action needed
01-12-2022",,"REASON
Banking",2022-03-22
"CASE NUMBER:  L21-0060   
 Petition Number:  14962",003 006104100,607 18th Street,Cometria Cooper,Ava Silveira,Property Owner,11-15-2021,02-08-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-15-2021
Updated Party Contact Information Submitted
12-14-2021
Analyst Assigned Completed
12-14-2021
Hearing Officer Assigned Completed
12-14-2021
Hearing date scheduled Completed
02-08-2022
Case assigned Completed
12-14-2021
Notice of case mailed Completed
12-16-2021
Document(s) Submitted Submitted
01-03-2022
Updated Party Contact Information Submitted
01-03-2022
Other Notification sent
01-05-2022
Hearing Officer Assigned Completed
02-07-2022
Document(s) Submitted Submitted
02-07-2022
Hearing Completed/Decision In-Process Submitted
02-08-2022
Hearing Decision Submitted
03-03-2022",,"REASON
Exemption-Single Family Residence or Condominium -Costa Hawkins",2022-03-22
"CASE NUMBER:  L21-0064   
 Petition Number:  13936",,2302 VALDEZ ST,Linda Moroz,Robert Costa,Property Owner,08-23-2021,02-14-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-12-2021
Analyst Assigned Completed
12-20-2021
Hearing Officer Assigned Completed
12-20-2021
Hearing date scheduled Completed
02-14-2022
Case assigned Completed
12-20-2021
Updated Party Contact Information Submitted
12-20-2021
Updated Party Contact Information Submitted
12-20-2021
Updated Party Contact Information Submitted
12-20-2021
Updated Party Contact Information Submitted
12-20-2021
Notice of case mailed Completed
12-24-2021
Other Completed
01-11-2022
Updated Party Contact Information Submitted
02-08-2022
Updated Party Contact Information Submitted
02-08-2022
Updated Party Contact Information Submitted
02-08-2022
Other Completed
02-08-2022
Hearing Completed/Decision In-Process Completed
03-03-2022",,"REASON
Exemption-New Construction",2022-03-22
"CASE NUMBER:     
 Petition Number:  13935",,1934 E 28TH ST,,,Tenant,11-12-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-12-2021",GROUNDS DESCRIPTION,,2022-03-22
"CASE NUMBER:  T21-0205   
 Petition Number:  13934",,2314 COLOMA ST,Marguerita Fa-Kaji,Ava Silveira,Tenant,11-10-2021,02-07-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-10-2021
Additional documentation Submitted
11-12-2021
Additional documentation Submitted
11-12-2021
Additional documentation Submitted
11-15-2021
Order Completed
12-07-2021
Case closed Submitted
12-07-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Hearing date scheduled Completed
02-07-2022
Case assigned Completed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Notice of case mailed Completed
12-02-2021
Voluntary Dismissal Submitted
11-29-2021
Order Submitted
12-06-2021","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Notice to Tenants  I received a rent increase that I believe is unlawful because I was not given proper notice, was not properly served, and/or was not provided with the required RAP Notice (“Notice to Tenants of the Residential Rent Adjustment Program”).
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0204   
 Petition Number:  13933",,1934 E 28TH ST,Linda Moroz,Robert Costa,Tenant,11-09-2021,02-23-2021,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Additional documentation Submitted
11-12-2021
Hearing date change requested Completed
12-10-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Hearing date scheduled Completed
02-02-2021
Case assigned Completed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Notice of case mailed Completed
12-02-2021
Hearing Date Rescheduled Completed
02-23-2021
Order Submitted
12-14-2021
Order Completed
12-16-2021
Petition submitted Completed
12-29-2021
Other Completed
02-09-2022
Hearing Completed/Decision In-Process Completed
02-24-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Notice to Tenants  I received a rent increase that I believe is unlawful because I was not given proper notice, was not properly served, and/or was not provided with the required RAP Notice (“Notice to Tenants of the Residential Rent Adjustment Program”).",,2022-03-22
"CASE NUMBER:  L21-0059   
 Petition Number:  13932",,5025 WOODMINSTER LN,Linda Moroz,Robert Costa,Property Owner,11-09-2021,03-08-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-09-2021
Other Completed
12-10-2021
Updated Party Contact Information Submitted
12-01-2021
Deficient Completed
12-01-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Case assigned Action needed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Deficient Completed
01-26-2022
Hearing date scheduled Completed
03-08-2022
Notice of case mailed Completed
02-04-2022
Other Completed
02-25-2022
Involuntary Dismissal Submitted
03-09-2022
Other Completed
03-10-2022",,"REASON
Exemption-Single Family Residence or Condominium -Costa Hawkins",2022-03-22
"CASE NUMBER:  L21-0058   
 Petition Number:  13931",,567 OAKLAND AV,Elan Lambert,Brittni Lothlen ,Property Owner,11-09-2021,02-07-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Updated Party Contact Information Submitted
12-10-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Hearing date scheduled Completed
02-07-2022
Case assigned Completed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Notice of case mailed Completed
12-02-2021
Updated Party Contact Information Submitted
12-02-2021
Other Notification sent
12-13-2021
Deficiency Letter Mailed Notification sent
12-17-2021
Updated Party Contact Information Submitted
12-15-2021
Updated Party Contact Information Submitted
12-15-2021
Administrative Decision Completed
01-24-2022
Appeal Due Action needed
02-14-2022
Administrative Decision Completed
01-25-2022
Appeal Due Action needed
02-14-2022",,"REASON
Exemption-Single Family Residence or Condominium -Costa Hawkins",2022-03-22
"CASE NUMBER:  T21-0203   
 Petition Number:  13930",,474 JEAN ST,Marguerita Fa-Kaji,Ava Silveira,Tenant,11-09-2021,,02-15-2022,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-09-2021
Deficiency Letter Mailed Notification sent
12-08-2021
Owner response submitted Submitted
11-19-2021
Document(s) Submitted Notification sent
12-09-2021
Deficient Completed
12-01-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Case assigned Action needed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Deficient Completed
12-17-2021
Hearing date scheduled Completed
02-14-2022
Notice of case mailed Completed
12-17-2021
Document(s) Submitted Submitted
12-16-2021
Document(s) Submitted Submitted
12-21-2021
Document(s) Submitted Submitted
12-27-2021
Document(s) Submitted Submitted
12-28-2021
Consolidation Submitted
01-20-2022
Hearing Date Rescheduled In-process
01-20-2022
Document(s) Submitted Submitted
01-18-2022
Order Notification sent
01-21-2022
Order Completed
01-31-2022
Document(s) Submitted Submitted
02-01-2022
Updated Party Contact Information Submitted
02-02-2022
Hearing Officer Assigned Completed
02-15-2022
Updated Party Contact Information Submitted
02-15-2022
Updated Party Contact Information Submitted
02-15-2022
Document(s) Submitted Submitted
02-15-2022
Updated Party Contact Information Submitted
02-15-2022
Updated Party Contact Information Submitted
02-16-2022
Analyst Assigned Completed
03-07-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Code Violation I received a rent increase and do not believe I should have to pay it because a government agency has cited my unit for serious health, safety, fire, or building code violations. (You must attach copy of citation to petition.)
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:     
 Petition Number:  13929",,"1061 73RD AV
Rear",,,Tenant,11-08-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-08-2021","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Contesting an Exemption I wish to contest an exemption from the Rent Adjustment Ordinance because the exemption was based on fraud or mistake.  ",,2022-03-22
"CASE NUMBER:  T21-0202   
 Petition Number:  13928",,"1061 73rd Avenue
Rear",Marguerita Fa-Kaji,Ava Silveira,Tenant,11-08-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-08-2021
Deficient Completed
12-01-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Case assigned Action needed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Contesting an Exemption I wish to contest an exemption from the Rent Adjustment Ordinance because the exemption was based on fraud or mistake.  ",,2022-03-22
"CASE NUMBER:  T21-0201   
 Petition Number:  13927",,"2879 BROOKDALE AV
2",Linda Moroz,Robert Costa,Tenant,11-05-2021,02-01-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-05-2021
Additional documentation Submitted
11-05-2021
Analyst Assigned Completed
12-01-2021
Hearing Officer Assigned Completed
12-01-2021
Hearing date scheduled Completed
02-01-2022
Case assigned Completed
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Updated Party Contact Information Submitted
12-01-2021
Notice of case mailed Completed
12-02-2021
Other Completed
01-21-2022
Owner response submitted Completed
01-12-2022
Updated Party Contact Information Submitted
01-21-2022
Updated Party Contact Information Submitted
01-21-2022
Settled at settlement conference Completed
02-01-2022
Settlement Agreement Submitted
02-05-2022
Settlement Agreement Completed
02-09-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Notice to Tenants  I received a rent increase that I believe is unlawful because I was not given proper notice, was not properly served, and/or was not provided with the required RAP Notice (“Notice to Tenants of the Residential Rent Adjustment Program”).
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)
Unlawfully charged I am being unlawfully charged for utilities",,2022-03-22
"CASE NUMBER:  L21-0056   
 Petition Number:  13926",,634 15TH ST,Barbara Cohen,Ava Silveira,Property Owner,11-04-2021,02-17-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-04-2021
Analyst Assigned Completed
11-22-2021
Hearing Officer Assigned Completed
11-22-2021
Hearing date scheduled Completed
02-17-2022
Case assigned Completed
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Hearing Officer Assigned Completed
12-01-2021
Notice of case mailed Completed
12-02-2021
Other Completed
01-05-2022
Other Action needed
01-05-2022
Notice of Incomplete Petition Completed
01-10-2022
Voluntary Dismissal Before Hearing Action needed
01-11-2022
Voluntary Dismissal Before Hearing Submitted
01-13-2022
Other Notification sent
01-21-2022",,"REASON
Exemption-New Construction",2022-03-22
"CASE NUMBER:  T21-0198   
 Petition Number:  13925",,"159 17TH ST
4",Elan Lambert,Brittni Lothlen ,Tenant,11-03-2021,02-02-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-03-2021
Additional documentation Submitted
11-03-2021
Updated Party Contact Information Submitted
12-10-2021
Updated Party Contact Information Submitted
12-10-2021
Analyst Assigned Completed
11-22-2021
Hearing Officer Assigned Completed
11-22-2021
Hearing date scheduled Completed
02-02-2022
Case assigned Completed
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Owner Response Due Action needed
12-08-2021
Notice of case mailed Completed
12-02-2021
Owner response submitted Submitted
11-24-2021
Other Notification sent
12-13-2021
Involuntary Dismissal In-process
02-02-2022
Involuntary Dismissal Completed
02-02-2022
Appeal Due Action needed
02-22-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0197   
 Petition Number:  13924",,474 JEAN ST,Marguerita Fa-Kaji,Ava Silveira,Tenant,11-03-2021,04-04-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-03-2021
Deficient Completed
11-22-2021
Analyst Assigned Completed
11-22-2021
Hearing Officer Assigned Completed
11-22-2021
Case assigned Action needed
11-22-2021
Case assigned Action needed
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Other Submitted
12-09-2021
Deficient Completed
02-10-2022
Hearing date scheduled Completed
04-04-2022
Notice of case mailed Completed
02-10-2022
Voluntary Dismissal Submitted
02-16-2022
Voluntary Dismissal Before Hearing Notification sent
02-18-2022
Case closed Completed
02-18-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0196   
 Petition Number:  13923",,"1805 INTERNATIONAL BLVD
4",Linda Moroz,Robert Costa,Tenant,11-02-2021,02-09-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-02-2021
Additional documentation Submitted
11-03-2021
Additional documentation Submitted
11-03-2021
Additional documentation Submitted
11-03-2021
Other Completed
12-08-2021
Deficient Completed
11-22-2021
Analyst Assigned Completed
11-22-2021
Hearing Officer Assigned Completed
11-22-2021
Case assigned Action needed
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Deficient Completed
12-17-2021
Hearing date scheduled Completed
02-09-2022
Notice of case mailed Completed
12-17-2021
Other Completed
01-26-2022
Other Completed
01-26-2022
Other Completed
02-01-2022
Order Submitted
02-12-2022
Order Completed
02-15-2022
Other Completed
02-18-2022
Case closed Completed
03-07-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.",,2022-03-22
"CASE NUMBER:  T21-0195   
 Petition Number:  13922",,"5110 TELEGRAPH AV
438",Elan Lambert,Brittni Lothlen ,Tenant,11-01-2021,02-01-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
11-01-2021
Additional documentation Submitted
11-02-2021
Additional documentation Submitted
11-02-2021
Updated Party Contact Information Submitted
12-09-2021
Updated Party Contact Information Submitted
12-09-2021
Updated Party Contact Information Submitted
12-09-2021
Analyst Assigned Completed
11-22-2021
Hearing Officer Assigned Completed
11-22-2021
Hearing date scheduled Completed
02-01-2022
Case assigned Completed
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Updated Party Contact Information Submitted
11-22-2021
Owner Response Due Action needed
12-08-2021
Notice of case mailed Completed
12-02-2021
Owner response submitted Submitted
12-03-2021
Other Notification sent
12-13-2021
Document(s) Submitted Submitted
01-24-2022
Document(s) Submitted Submitted
01-25-2022
Document(s) Submitted Submitted
01-27-2022
Involuntary Dismissal In-process
02-02-2022
Involuntary Dismissal Completed
02-03-2022
Appeal Due Action needed
02-23-2022
Involuntary Dismissal Completed
02-03-2022
Appeal Due Action needed
02-23-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)
Unlawfully charged I am being unlawfully charged for utilities",,2022-03-22
"CASE NUMBER:  T21-0193   
 Petition Number:  13921",,"547 66TH ST
B",Elan Lambert,Brittni Lothlen ,Tenant,10-28-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-28-2021
Updated Party Contact Information Submitted
12-09-2021
Deficiency Letter Mailed Notification sent
12-10-2021
Deficient Completed
11-17-2021
Analyst Assigned Completed
11-17-2021
Hearing Officer Assigned Completed
11-17-2021
Case assigned Action needed
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Additional documentation Submitted
11-21-2021
Updated Party Contact Information Submitted
12-27-2021
Updated Party Contact Information Submitted
12-27-2021
Owner response submitted Submitted
12-24-2021
Additional documentation Submitted
01-06-2022
Administrative Decision Submitted
01-14-2022
Administrative Decision Completed
01-21-2022
Appeal Due Action needed
02-10-2022","GROUNDS DESCRIPTION
Allowable Amount I received a rent increase above the allowable amount.
Notice to Tenants  I received a rent increase that I believe is unlawful because I was not given proper notice, was not properly served, and/or was not provided with the required RAP Notice (“Notice to Tenants of the Residential Rent Adjustment Program”).",,2022-03-22
"CASE NUMBER:  T21-0190   
 Petition Number:  13920",,816 PINE ST,Barbara Cohen,Ava Silveira,Tenant,10-27-2021,02-03-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-27-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-01-2021
Additional documentation Submitted
11-05-2021
Hearing date scheduled Completed
02-03-2022
Case assigned Completed
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Analyst Assigned Completed
11-17-2021
Hearing Officer Assigned Completed
11-17-2021
Notice of case mailed Completed
11-18-2021
Hearing Officer Assigned Completed
12-01-2021
Owner Response Due Action needed
12-10-2021
Other Notification sent
01-05-2022
Voluntary Dismissal Before Hearing Submitted
01-31-2022
Other Completed
02-01-2022
Case closed Completed
02-03-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  L21-0054   
 Petition Number:  13919",,2303 IVY DR,Elan Lambert,Brittni Lothlen ,Property Owner,10-26-2021,03-15-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-26-2021
Additional documentation Submitted
10-26-2021
Other Notification sent
12-08-2021
Analyst Assigned Completed
11-17-2021
Hearing Officer Assigned Completed
11-17-2021
Hearing date scheduled Completed
01-10-2022
Case assigned Completed
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Updated Party Contact Information Submitted
11-17-2021
Notice of case mailed Completed
11-19-2021
Other Notification sent
12-03-2021
Hearing Date Rescheduled Completed
01-11-2022
Amended Notice of Hearing  Notification sent
12-27-2021
Hearing date change requested Completed
01-11-2022
Hearing Date Rescheduled Completed
03-15-2022
Additional documentation Submitted
01-22-2022
Additional documentation Submitted
01-22-2022
Additional documentation Submitted
01-22-2022
Document(s) Submitted Submitted
01-24-2022
Amended Notice of Hearing  Notification sent
02-18-2022",,"REASON
Capital Improvements",2022-03-22
"CASE NUMBER:  T21-0185   
 Petition Number:  13917",038 321601400,6253 Bromley Avenue,Marguerita Fa-Kaji,Ava Silveira,Tenant,10-20-2021,02-24-2022,01-25-2022,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-20-2021
Analyst Assigned Completed
10-25-2021
Hearing Officer Assigned Completed
10-25-2021
Hearing date scheduled Completed
01-10-2022
Case assigned Completed
10-25-2021
Notice of case mailed Completed
10-28-2021
Owner Response Due Action needed
12-02-2021
Owner response submitted Submitted
11-02-2021
Updated Party Contact Information Submitted
11-02-2021
Owner Response Due Completed
11-24-2021
Document(s) Submitted Submitted
01-03-2022
Other Notification sent
12-07-2021
Other Submitted
01-10-2022
Mediation Date Scheduled Completed
01-25-2022
Hearing Date Rescheduled Completed
02-24-2022
Amended Notice of Hearing  Submitted
01-10-2022
Order Completed
01-11-2022
Mediation held and not settled Submitted
01-25-2022
Translation services requested Completed
02-03-2022
Document(s) Submitted Action needed
02-03-2022
Document(s) Submitted Submitted
02-07-2022
Other Notification sent
02-11-2022
Hearing Completed/Decision In-Process Submitted
02-24-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0189   
 Petition Number:  13916",,"201 E 12TH ST
105",Elan Lambert,Brittni Lothlen ,Tenant,10-25-2021,03-23-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-25-2021
Additional documentation Submitted
11-02-2021
Analyst Assigned Completed
11-15-2021
Hearing Officer Assigned Completed
11-15-2021
Hearing date scheduled Completed
01-27-2022
Case assigned Completed
11-15-2021
Hearing Officer Assigned Completed
12-07-2021
Hearing Date Rescheduled Completed
02-23-2022
Order Completed
12-09-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Notice of case mailed Completed
11-18-2021
Owner response submitted Submitted
12-23-2021
Other Notification sent
01-05-2022
Hearing Officer Assigned Completed
02-11-2022
Analyst Assigned Completed
02-16-2022
Hearing Date Rescheduled Completed
03-23-2022
Order Submitted
02-16-2022
Updated Party Contact Information Submitted
02-17-2022
Updated Party Contact Information Submitted
02-17-2022
Updated Party Contact Information Submitted
02-17-2022
Order Completed
02-17-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0187   
 Petition Number:  13915",,1735 4TH AV,Linda Moroz,Robert Costa,Tenant,10-22-2021,01-24-2022,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-22-2021
Deficient Completed
11-15-2021
Analyst Assigned Completed
11-15-2021
Hearing Officer Assigned Completed
11-15-2021
Case assigned Action needed
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
11-15-2021
Updated Party Contact Information Submitted
12-10-2021
Notice of case mailed Completed
11-19-2021
Deficient Completed
11-19-2021
Hearing date scheduled Completed
01-24-2022
Owner response submitted Completed
12-13-2021
Order Submitted
12-16-2021
Other Completed
12-22-2021
Updated Party Contact Information Submitted
01-18-2022
Updated Party Contact Information Completed
01-18-2022
Updated Party Contact Information Submitted
01-18-2022
Other Completed
01-19-2022
Settled at settlement conference Completed
01-27-2022
Order Submitted
01-27-2022
Other Completed
01-28-2022
Case closed Completed
03-18-2022","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0186   
 Petition Number:  13914",,1752 9TH ST,Barbara Cohen,Ava Silveira,Tenant,10-20-2021,02-15-2022,02-15-2022,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-20-2021
Additional documentation Submitted
10-21-2021
Additional documentation Submitted
10-21-2021
Additional documentation Submitted
10-25-2021
Analyst Assigned Completed
10-25-2021
Hearing Officer Assigned Completed
10-25-2021
Hearing date scheduled Completed
01-13-2022
Case assigned Completed
10-25-2021
Updated Party Contact Information Submitted
10-25-2021
Notice of case mailed Completed
10-28-2021
Owner Response Due Action needed
12-02-2021
Additional documentation Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Additional documentation Submitted
11-09-2021
Hearing Officer Assigned Completed
12-07-2021
Hearing Date Rescheduled Completed
02-15-2022
Order Submitted
12-07-2021
Order Completed
12-09-2021
Owner response submitted Submitted
11-22-2021
Updated Party Contact Information Submitted
01-03-2022
Mediation Date Scheduled Completed
01-11-2022
Hearing Date Rescheduled Completed
02-15-2022
Mediation Date Rescheduled Completed
02-15-2022
Other Notification sent
01-05-2022
Hearing date change requested Submitted
02-08-2022
Order Notification sent
02-09-2022
Mediation held and settled Submitted
02-15-2022
Settlement Agreement Submitted
02-15-2022
Other Notification sent
02-15-2022","GROUNDS DESCRIPTION
Code Violation I received a rent increase and do not believe I should have to pay it because a government agency has cited my unit for serious health, safety, fire, or building code violations. (You must attach copy of citation to petition.)
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)",,2022-03-22
"CASE NUMBER:  T21-0183   
 Petition Number:  13913",,1032 UNION ST,Cometria Cooper,Ava Silveira,Tenant,10-19-2021,,,,"ACTIVITY STATUS
DATE OF ACTIVITY
Petition submitted Submitted
10-19-2021
Analyst Assigned Completed
10-25-2021
Hearing Officer Assigned Completed
10-25-2021
Case assigned Action needed
10-25-2021
Updated Party Contact Information Submitted
10-25-2021","GROUNDS DESCRIPTION
Fewer housing services The property owner is providing me with fewer housing services than I previously received and/or I am being charged for services originally paid for by the owner. (Check this box for petitions based on bad conditions/failure to repair.)
Unlawfully charged I am being unlawfully charged for utilities",,2022-03-22
