header,apn,address,hearing_officer,program_analyst,petition_type,date_filed,hearing_date,mediation_date,appeal_hearing_date,case_progress,grounds_tenant,grounds_landlord,date_scraped
"CASE NUMBER:  T00-0072   
 Petition Number:  5539",,"1086 67th Street, Apt A",,,Tenant,03-23-2000,01-09-2001,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
01-09-2001
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0071   
 Petition Number:  5538",,518 Glen View Avenue,,,Tenant,03-31-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0070   
 Petition Number:  5537",,520 Glen View Avenue,,,Tenant,03-27-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0069   
 Petition Number:  5536",,524 Glen View Avenue,,,Tenant,03-24-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0068   
 Petition Number:  5535",,522 Glen View Avenue,,,Tenant,03-23-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0067   
 Petition Number:  5534",,"3618 Telegraph Avenue #12
#12",,,Tenant,03-30-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0066   
 Petition Number:  5533",,"3618 Telegraph Avenue #3
#3",,,Tenant,03-29-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0065   
 Petition Number:  5532",,"3618 Telegraph Avenue #9
#9",,,Tenant,03-29-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0064   
 Petition Number:  5531",,"3618 Telegraph Avenue #6
#6",,,Tenant,03-28-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0063   
 Petition Number:  5530",,"3618 Telegraph Avenue #2
#2",,,Tenant,03-28-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0062   
 Petition Number:  5529",,"3618 Telegraph Avenue # 13
# 13",,,Tenant,03-27-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0061   
 Petition Number:  5528",,"3618 Telegraph Avenue #7
#7",,,Tenant,03-23-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0060   
 Petition Number:  5527",,"3618 Telegraph Avenue #8
#8",,,Tenant,03-21-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0059   
 Petition Number:  5526",,"3618 Telegraph Avenue #11
#11",,,Tenant,03-21-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0058   
 Petition Number:  5525",,"2434 Fern St, Apt A",,,Tenant,03-21-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0057   
 Petition Number:  5524",,"814 12th St, Apt #B
#B",,,Tenant,03-20-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0056   
 Petition Number:  5523",,"24 Rio Vista Avenue # B
# B",,,Tenant,03-20-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0055   
 Petition Number:  5522",,"24 Rio Vista Avenue # C
# C",,,Tenant,03-20-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0054   
 Petition Number:  5521",,"24 Rio Vista Avenue # D
# D",,,Tenant,03-16-2000,08-01-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
08-01-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0053   
 Petition Number:  5520",,"764 Walker Ave #101
#101",,,Tenant,03-14-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0077   
 Petition Number:  5544",,"1934 9th Avenue, Apt B",,,Tenant,03-24-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0051   
 Petition Number:  5518",,"783 West Grand Avenue, Apt A",,,Tenant,03-20-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0050   
 Petition Number:  5517",,"251 MacArthur Blvd #22
#22",,,Tenant,03-15-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0049   
 Petition Number:  5516",,"159 17th Street #10
#10",,,Tenant,03-17-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0048   
 Petition Number:  5515",,"280 Lee Street #303
#303",,,Tenant,02-29-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0047   
 Petition Number:  5514",,"1216 87th Avenue, Apt C",,,Tenant,02-28-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0046   
 Petition Number:  5513",,"583 59th Street, Apt C",,,Tenant,01-13-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0045   
 Petition Number:  5512",,"852 32nd Street #4
#4",,,Tenant,03-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0044   
 Petition Number:  5511",,"852 32nd Street #3
#3",,,Tenant,03-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0043   
 Petition Number:  5510",,"852 32nd Street #1
#1",,,Tenant,03-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0042   
 Petition Number:  5509",,"852 32nd Street #9
#9",,,Tenant,03-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0041   
 Petition Number:  5508",,"852 32nd Street #8
#8",,,Tenant,03-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0040   
 Petition Number:  5507",,"852 32nd Street #6
#6",,,Tenant,03-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0039   
 Petition Number:  5506",,"353 Euclid Avenue #203
#203",,,Tenant,03-06-2000,06-20-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-20-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0038   
 Petition Number:  5505",,"2936 14th Avenue #201
#201",,,Tenant,03-07-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0037   
 Petition Number:  5504",,3820 39th Avenue Apt A,,,Tenant,03-07-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0036   
 Petition Number:  5503",,2342 Telegraph Avenue Apt B,,,Tenant,03-03-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0035   
 Petition Number:  5502",,"5142 Bancroft Avenue #101
#101",,,Tenant,02-29-2000,06-06-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0034   
 Petition Number:  5501",,5142 36th Avenue,,,Tenant,02-29-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0033   
 Petition Number:  5500",,"414 Lee Street #5
#5",,,Tenant,02-29-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0032   
 Petition Number:  5499",,"1551 Madison Street #112
#112",,,Tenant,02-28-2000,06-06-2000,,,"Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017
Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0031   
 Petition Number:  5498",,"155 Monte Cresta Avenue #201
#201",,,Tenant,02-25-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0030   
 Petition Number:  5497",,"5627 Genoa Street #2
#2",,,Tenant,02-22-2000,10-03-2000,,05-08-2001,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
10-03-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
08-23-2001
Activity
Rent Board Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0029   
 Petition Number:  5496",,853 Aileen Street,,,Tenant,02-22-2000,10-03-2000,,05-08-2001,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
10-03-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Date Scheduled
Status
Completed
Date of Activity
08-23-2001
Activity
Rent Board Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0028   
 Petition Number:  5495",,"1216 87th Avenue, Apt B",,,Tenant,02-22-2000,06-06-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0052   
 Petition Number:  5519",,"77 Glen Avenue #308
#308",,,Tenant,02-14-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0026   
 Petition Number:  5493",,"155 Monte Cresta Avenue #404
#404",,,Tenant,02-18-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0025   
 Petition Number:  5492",,"307 Lee Street #8
#8",,,Tenant,02-15-2000,06-06-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0024   
 Petition Number:  5491",,"370 Orange Street #205
#205",,,Tenant,02-14-2000,06-06-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0023   
 Petition Number:  5490",,"7570 Mountain Blvd #4
#4",,,Tenant,02-10-2000,06-06-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Notice of case mailed
Status
Completed
Date of Activity
12-21-2017
Activity
Last Day to Respond
Status
Completed
Date of Activity
12-21-2017
Activity
Tenant response submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0022   
 Petition Number:  5489",,"5142 Bancroft Avenue #302
#302",,,Tenant,02-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0021   
 Petition Number:  5488",,365 Lester Avenue,,,Tenant,02-09-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0020   
 Petition Number:  5487",,"740 Oakland Avenue #208
#208",,,Tenant,01-27-2000,06-06-2000,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing date scheduled
Status
Completed
Date of Activity
06-06-2000
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0019   
 Petition Number:  5486",,"1828 28th Avenue #20
#20",,,Tenant,01-27-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0018   
 Petition Number:  5485",,"1828 28th Avenue #10
#10",,,Tenant,01-26-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
"CASE NUMBER:  T00-0017   
 Petition Number:  5484",,"1828 28th Avenue #16
#16",,,Tenant,01-23-2000,,,,"Activity
Petition submitted
Status
Completed
Date of Activity
12-21-2017
Activity
Appeal Due
Status
Completed
Date of Activity
12-21-2017
Activity
Hearing Decision
Status
Completed
Date of Activity
12-21-2017
Activity
Case closed
Status
Completed
Date of Activity
12-21-2017","Grounds
Description",,2022-03-26
